企業名,採用担当者名,役職,corpId,根拠,取得元,取得日
鬼塚電気工事(株),,,216369,,マイナビ列挙,2026-07-01
名東電気工事(株),,,234979,,マイナビ列挙,2026-07-01
多摩電気工事(株),,,286803,,マイナビ列挙,2026-07-01
大堀電気工事(株),,,79959,,マイナビ列挙,2026-07-01
伸盛電気工事(株),,,257565,,マイナビ列挙,2026-07-01
窪田電気工事(株),,,253018,,マイナビ列挙,2026-07-01
宇田川電気工事(株),,,257184,,マイナビ列挙,2026-07-01
(株)春崎電気工事,,,250919,,マイナビ列挙,2026-07-01
吉田電気工事(株),,,210074,,マイナビ列挙,2026-07-01
東邦電気工事(株),,,234984,,マイナビ列挙,2026-07-01
富樫電気工事(株),,,280139,,マイナビ列挙,2026-07-01
ツボ電気工事(株),,,265150,,マイナビ列挙,2026-07-01
光陽エンジニアリング(株),,,206979,,マイナビ列挙,2026-07-01
(株)北海電工【ほくでんグループ】,,,107133,,マイナビ列挙,2026-07-01
OKIクロステック(株)【OKIグループ】,,,3373,,マイナビ列挙,2026-07-01
(株)関電工,,,123,,マイナビ列挙,2026-07-01
(株)クラフティア【旧社名：(株)九電工】,,,50267,,マイナビ列挙,2026-07-01
(株)KAMISHO,,,275178,,マイナビ列挙,2026-07-01
(株)新愛知電機製作所,,,104320,,マイナビ列挙,2026-07-01
(株)三和商会,,,253092,,マイナビ列挙,2026-07-01
白月工業(株),,,231977,,マイナビ列挙,2026-07-01
安全索道(株),,,56043,,マイナビ列挙,2026-07-01
(株)北陸電機商会,,,83741,,マイナビ列挙,2026-07-01
ダイキンHVACソリューション中四国(株),,,212628,,マイナビ列挙,2026-07-01
一般財団法人関西電気保安協会,,,206706,,マイナビ列挙,2026-07-01
(株)サクセス,,,83845,,マイナビ列挙,2026-07-01
(株)パワーユニオン,,,273216,,マイナビ列挙,2026-07-01
ほくでんサービス(株)（ほくでんグループ）,,,87480,,マイナビ列挙,2026-07-01
西日本高速道路エンジニアリング関西(株)【NEXCO西日本グループ】,,,200909,,マイナビ列挙,2026-07-01
音羽電機工業(株),,,280264,,マイナビ列挙,2026-07-01
エミヤグループ,,,259337,,マイナビ列挙,2026-07-01
ニシム電子工業(株)【九電グループ】,,,201726,,マイナビ列挙,2026-07-01
西武造園(株)【西武グループ】,,,221950,,マイナビ列挙,2026-07-01
(株)エム・エス・ケー,,,271301,,マイナビ列挙,2026-07-01
宇宙技術開発(株),,,38994,,マイナビ列挙,2026-07-01
三機テクノサポート(株)【三機工業グループ】,,,87120,,マイナビ列挙,2026-07-01
日本サルヴェージ(株),,,233058,,マイナビ列挙,2026-07-01
(株)山田商会,,,79181,,マイナビ列挙,2026-07-01
(株)愛幸,,,288682,,マイナビ列挙,2026-07-01
大和物流(株)【大和ハウスグループ】,,,71365,,マイナビ列挙,2026-07-01
木村電機(株),,,293711,,マイナビ列挙,2026-07-01
横河商事(株)【横河電機グループ】,,,92820,,マイナビ列挙,2026-07-01
イガラシ綜業(株),,,108270,,マイナビ列挙,2026-07-01
(株)サカイエルコム,,,227229,,マイナビ列挙,2026-07-01
(株)大虫電工,,,276575,,マイナビ列挙,2026-07-01
(株)鶴見製作所【東証プライム上場】,,,57976,,マイナビ列挙,2026-07-01
瀬戸電設工業(株),,,288053,,マイナビ列挙,2026-07-01
日軽産業(株)【日本軽金属グループ】,,,74990,,マイナビ列挙,2026-07-01
(株)新興電気,,,265581,,マイナビ列挙,2026-07-01
SANKOU(株),,,200370,,マイナビ列挙,2026-07-01
ロジスティード西日本(株),,,81954,,マイナビ列挙,2026-07-01
(株)新星,,,263106,,マイナビ列挙,2026-07-01
(株)大和電業社,,,253665,,マイナビ列挙,2026-07-01
エアポートメンテナンスサービス(株)【NAAグループ】,,,108472,,マイナビ列挙,2026-07-01
キチナングループ(株),,,226075,,マイナビ列挙,2026-07-01
(株)青電社,,,259030,,マイナビ列挙,2026-07-01
(株)STNet(四国電力グループ),,,88385,,マイナビ列挙,2026-07-01
(株)北海工芸,,,286060,,マイナビ列挙,2026-07-01
新生テクノス(株)【JR東海グループ】,,,80682,,マイナビ列挙,2026-07-01
ミツワ電機(株),,,50967,,マイナビ列挙,2026-07-01
(株)開進堂,,,243767,,マイナビ列挙,2026-07-01
名鉄EIエンジニア(株)【名鉄グループ】,,,242099,,マイナビ列挙,2026-07-01
(株)アストエンジ,,,241694,,マイナビ列挙,2026-07-01
西部ガス情報システム(株),,,52162,,マイナビ列挙,2026-07-01
小島電機工業(株),,,52692,,マイナビ列挙,2026-07-01
近鉄ファシリティーズ(株)【近鉄グループ】,,,93230,,マイナビ列挙,2026-07-01
(株)ベッセル工業 【ベッセルグループ】,,,72192,,マイナビ列挙,2026-07-01
住商ビルマネージメント(株)【住友商事グループ】,,,93889,,マイナビ列挙,2026-07-01
(株)アイネット,,,278573,,マイナビ列挙,2026-07-01
河野電気(株),,,82767,,マイナビ列挙,2026-07-01
札幌アポロ(株),,,78648,,マイナビ列挙,2026-07-01
ニイヌマ(株),,,293367,,マイナビ列挙,2026-07-01
新太平洋建設(株),,,110368,,マイナビ列挙,2026-07-01
高田産商(株),,,201807,,マイナビ列挙,2026-07-01
(株)キューヘン【九電グループ】,,,55520,,マイナビ列挙,2026-07-01
一般財団法人東北電気保安協会,,,202100,,マイナビ列挙,2026-07-01
新保電機工業(株),,,249371,,マイナビ列挙,2026-07-01
本間電機工業(株),,,105356,,マイナビ列挙,2026-07-01
グローブシップ(株),,,201715,,マイナビ列挙,2026-07-01
旭日電気工業(株),,,77665,,マイナビ列挙,2026-07-01
創販(株),,,69833,,マイナビ列挙,2026-07-01
丸和工業(株),,,210318,,マイナビ列挙,2026-07-01
旭テクノプラント(株),,,200263,,マイナビ列挙,2026-07-01
ケント照明(株),,,294858,,マイナビ列挙,2026-07-01
(株)東邦コンストラクション,,,107122,,マイナビ列挙,2026-07-01
三井不動産ファシリティーズ(株),,,200179,,マイナビ列挙,2026-07-01
朝日不動産(株),,,94424,,マイナビ列挙,2026-07-01
(株)小楠金属工業所,,,279288,,マイナビ列挙,2026-07-01
三井金属(株),,,459,,マイナビ列挙,2026-07-01
アート金属工業(株)【 AISINグループ 】,,,65844,,マイナビ列挙,2026-07-01
新日本金属工業(株),,,212880,,マイナビ列挙,2026-07-01
市原金属産業(株),,,79167,,マイナビ列挙,2026-07-01
三井金属ユアソフト(株),,,275968,,マイナビ列挙,2026-07-01
中西金属工業(株),,,94460,,マイナビ列挙,2026-07-01
本田金属技術(株)（Hondaグループ）,,,58764,,マイナビ列挙,2026-07-01
日軽パネルシステム(株)【日本軽金属グループ】,,,242941,,マイナビ列挙,2026-07-01
山崎金属(株),,,99486,,マイナビ列挙,2026-07-01
本多金属工業(株),,,52965,,マイナビ列挙,2026-07-01
光軽金属工業(株),,,228030,,マイナビ列挙,2026-07-01
日本金属(株)【東証スタンダード市場上場】,,,2829,,マイナビ列挙,2026-07-01
(株)東陽理化学研究所【日本軽金属グループ】,,,65845,,マイナビ列挙,2026-07-01
住友金属鉱山(株) 菱刈鉱山(鹿児島地区・一般職),,,261667,,マイナビ列挙,2026-07-01
日軽エンジニアリング(株)【日本軽金属グループ】,,,91842,,マイナビ列挙,2026-07-01
神岡鉱業(株)【三井金属グループ】,,,294246,,マイナビ列挙,2026-07-01
金属技研(株),,,221386,,マイナビ列挙,2026-07-01
清峰金属工業(株),,,111629,,マイナビ列挙,2026-07-01
旭金属工業(株),,,276029,,マイナビ列挙,2026-07-01
千住金属工業(株),,,101316,,マイナビ列挙,2026-07-01
住友金属鉱山(株),,,465,,マイナビ列挙,2026-07-01
日本軽金属グループ,,,386,,マイナビ列挙,2026-07-01
三進金属工業(株),,,73780,,マイナビ列挙,2026-07-01
(株)フルヤ金属【東証プライム上場】,,,75873,,マイナビ列挙,2026-07-01
松江山本金属(株),,,230902,,マイナビ列挙,2026-07-01
(株)伊藤金属製作所,,,206001,,マイナビ列挙,2026-07-01
平林金属(株),,,73866,,マイナビ列挙,2026-07-01
三重金属工業(株),,,289762,,マイナビ列挙,2026-07-01
アイシン軽金属(株)(アイシングループ),,,84896,,マイナビ列挙,2026-07-01
(株)伸光製作所【住友金属鉱山グループ】,,,80788,,マイナビ列挙,2026-07-01
朝日金属(株),,,82206,,マイナビ列挙,2026-07-01
吉田金属工業(株),,,207003,,マイナビ列挙,2026-07-01
井澤金属(株),,,6841,,マイナビ列挙,2026-07-01
石福金属興業(株),,,204294,,マイナビ列挙,2026-07-01
独立行政法人エネルギー・金属鉱物資源機構【JOGMEC】,,,72133,,マイナビ列挙,2026-07-01
福田金属箔粉工業(株),,,266171,,マイナビ列挙,2026-07-01
JX金属(株),,,61520,,マイナビ列挙,2026-07-01
三晃金属工業(株) 【東証スタンダード上場】,,,50828,,マイナビ列挙,2026-07-01
田中貴金属グループ,,,87690,,マイナビ列挙,2026-07-01
パール金属(株)【PEARL LIFE・CAPTAIN STAG】,,,83933,,マイナビ列挙,2026-07-01
大興金属(株),,,275919,,マイナビ列挙,2026-07-01
森村金属(株),,,293212,,マイナビ列挙,2026-07-01
松田金属工業(株),,,232834,,マイナビ列挙,2026-07-01
(株)山岸金属,,,112490,,マイナビ列挙,2026-07-01
富安金属印刷(株),,,288522,,マイナビ列挙,2026-07-01
高橋金属(株),,,291254,,マイナビ列挙,2026-07-01
日軽松尾(株)【日本軽金属グループ】,,,84532,,マイナビ列挙,2026-07-01
富士金属(株),,,213288,,マイナビ列挙,2026-07-01
日晴金属(株),,,266598,,マイナビ列挙,2026-07-01
千住システムテクノロジー(株)【千住金属工業グループ】,,,220686,,マイナビ列挙,2026-07-01
三洋金属熱錬工業(株),,,202371,,マイナビ列挙,2026-07-01
栄進金属工業(株),,,222858,,マイナビ列挙,2026-07-01
日軽北海道(株)【日本軽金属グループ】,,,112277,,マイナビ列挙,2026-07-01
寿金属工業(株),,,210780,,マイナビ列挙,2026-07-01
大平洋金属(株)【東証プライム上場】,,,56183,,マイナビ列挙,2026-07-01
日軽物流(株)【日本軽金属グループ】,,,286694,,マイナビ列挙,2026-07-01
三井金属資源開発(株),,,227349,,マイナビ列挙,2026-07-01
(株)特殊金属エクセル,,,80843,,マイナビ列挙,2026-07-01
(株)摂津金属工業所,,,290623,,マイナビ列挙,2026-07-01
石川金属(株),,,240124,,マイナビ列挙,2026-07-01
桃栄金属工業(株),,,262467,,マイナビ列挙,2026-07-01
中山金属化工(株),,,56900,,マイナビ列挙,2026-07-01
(株)プロテリアル金属,,,276654,,マイナビ列挙,2026-07-01
井澤金属(株) 名古屋支店,,,98299,,マイナビ列挙,2026-07-01
日本軽金属(株)【清水工場】,,,290248,,マイナビ列挙,2026-07-01
三井金属エンジニアリング(株),,,50685,,マイナビ列挙,2026-07-01
(株)大奉金属,,,286677,,マイナビ列挙,2026-07-01
昭和金属工業(株),原則とし,採用,271692,採用担当者メッセージ(employment.html),マイナビ列挙,2026-07-01
住友金属鉱山(株)【別子事業所】,,,261086,,マイナビ列挙,2026-07-01
高橋金属(株),,,235225,,マイナビ列挙,2026-07-01
三和金属(株),,,220182,,マイナビ列挙,2026-07-01
(株)UACJ金属加工【UACJグループ】,,,52879,,マイナビ列挙,2026-07-01
(株)ハイレックスアクト【旧社名：三井金属アクト(株)】,,,200062,,マイナビ列挙,2026-07-01
高木金属工業(株),,,225383,,マイナビ列挙,2026-07-01
佐藤金属(株),,,244693,,マイナビ列挙,2026-07-01
信友金属(株),,,238471,,マイナビ列挙,2026-07-01
音頭金属(株)【音頭グループ】,,,205070,,マイナビ列挙,2026-07-01
櫻金属工業(株),,,233004,,マイナビ列挙,2026-07-01
日軽形材(株)【日本軽金属グループ】,,,93678,,マイナビ列挙,2026-07-01
オグラ金属(株),,,96984,,マイナビ列挙,2026-07-01
株式会社下谷金属,,,293735,,マイナビ列挙,2026-07-01
伊藤金属工業(株),,,253274,,マイナビ列挙,2026-07-01
オーエム金属工業(株),,,282848,,マイナビ列挙,2026-07-01
六甲金属株式会社,,,295160,,マイナビ列挙,2026-07-01
JX金属商事(株),,,66107,,マイナビ列挙,2026-07-01
タカヤマ金属工業(株),,,262393,,マイナビ列挙,2026-07-01
桑名金属工業(株)【岡谷鋼機グループ】,,,283995,,マイナビ列挙,2026-07-01
東邦金属(株),,,57951,,マイナビ列挙,2026-07-01
清水金属(株),,,272082,,マイナビ列挙,2026-07-01
日本製鉄(株),,,9,,マイナビ列挙,2026-07-01
藤田金屬(株),,,80891,,マイナビ列挙,2026-07-01
(株)HARITA,,,240961,,マイナビ列挙,2026-07-01
松田産業(株),,,27490,,マイナビ列挙,2026-07-01
日鉄プロセッシング(株)【日本製鉄グループ】,,,73310,,マイナビ列挙,2026-07-01
長谷川化学工業(株),,,246782,,マイナビ列挙,2026-07-01
保土谷化学工業(株)【東証プライム市場上場】,,,51219,,マイナビ列挙,2026-07-01
信越化学工業(株),,,447,,マイナビ列挙,2026-07-01
三菱瓦斯化学(株)【三菱ガス化学】,,,395,,マイナビ列挙,2026-07-01
群栄化学工業(株)【【東証プライム市場上場】】,,,50539,,マイナビ列挙,2026-07-01
積水化学工業(株),,,265,,マイナビ列挙,2026-07-01
精工化学(株),,,94405,,マイナビ列挙,2026-07-01
AGC若狭化学(株),,,230428,,マイナビ列挙,2026-07-01
"黒田化学(株)【KURODA KAGAKU CO., LTD.】",,,79924,,マイナビ列挙,2026-07-01
三徳化学工業(株),,,95202,,マイナビ列挙,2026-07-01
三菱重工環境・化学エンジニアリング(株),,,50163,,マイナビ列挙,2026-07-01
讃岐化学工業(株),,,219879,,マイナビ列挙,2026-07-01
互応化学工業(株),,,74194,,マイナビ列挙,2026-07-01
(株)三宝化学研究所,,,225989,,マイナビ列挙,2026-07-01
関西熱化学(株),,,91065,,マイナビ列挙,2026-07-01
和光化学(株),,,259211,,マイナビ列挙,2026-07-01
伊勢化学工業(株),,,281282,,マイナビ列挙,2026-07-01
大阪有機化学工業(株)【東証プライム市場上場】,,,58074,,マイナビ列挙,2026-07-01
日亜化学工業(株),,,80222,,マイナビ列挙,2026-07-01
荒川化学工業(株)【東証プライム市場上場】,,,63916,,マイナビ列挙,2026-07-01
(株)日本インシーク【積水化学グループ】,,,240004,,マイナビ列挙,2026-07-01
三井化学(株),,,234,,マイナビ列挙,2026-07-01
広栄化学(株),,,79901,,マイナビ列挙,2026-07-01
フクデ化学工業(株),,,104260,,マイナビ列挙,2026-07-01
生化学工業(株),,,50052,,マイナビ列挙,2026-07-01
一般財団法人化学物質評価研究機構,,,69039,,マイナビ列挙,2026-07-01
(株)国盛化学,,,242171,,マイナビ列挙,2026-07-01
山田化学工業(株),,,214733,,マイナビ列挙,2026-07-01
小西化学工業(株),,,206323,,マイナビ列挙,2026-07-01
バンドー化学(株)【東証プライム市場上場】,,,58088,,マイナビ列挙,2026-07-01
中央化学(株)【センコーグループ】,高橋,人事部,70681,採用担当者メッセージ(employment.html),マイナビ列挙,2026-07-01
三新化学工業(株),,,100316,,マイナビ列挙,2026-07-01
相田化学工業(株),,,78014,,マイナビ列挙,2026-07-01
栄研化学(株)【東証プライム上場】,,,50686,,マイナビ列挙,2026-07-01
金剛化学(株),,,211253,,マイナビ列挙,2026-07-01
東邦化学工業(株),,,57517,,マイナビ列挙,2026-07-01
共和工業(株)【三井化学グループ】,,,103842,,マイナビ列挙,2026-07-01
紀和化学工業(株),,,76891,,マイナビ列挙,2026-07-01
(株)田中化学研究所,,,59989,,マイナビ列挙,2026-07-01
太平化学産業(株),,,229753,,マイナビ列挙,2026-07-01
本州化学工業(株)【三井化学グループ】,,,53683,,マイナビ列挙,2026-07-01
